,id,pos,dist,angle,pitch-roll
3,[5],"(272, 194, 106, 104)",0.3757316113893377,169.6954703739118,"(0.029887543155182772, 0.021729807770979395)"
0,[5],"(272, 193, 105, 105)",0.37494306496392577,178.31699777623288,"(0.16492500806786173, 0.04206195525747724)"
0,[5],"(275, 197, 101, 98)",0.43153229499160617,-178.59443056187516,"(-0.17504961379390685, 0.014633534830211924)"
1,[5],"(274, 196, 101, 100)",0.3579234667476608,177.71797049065557,"(-0.24988629046192354, 0.0014733992005549173)"
2,[5],"(272, 194, 106, 104)",0.36437602734852126,177.70704861509643,"(-0.25327857731714376, 0.0014947489979463514)"
3,[5],"(272, 194, 106, 104)",0.37371232773288726,176.58001883576355,"(-0.21210662280747208, -0.009199022294166418)"
0,[5],"(276, 197, 100, 98)",0.43365122004798184,-176.28906574897252,"(-0.13722787639635228, 0.014810616702531884)"
1,[5],"(274, 196, 101, 100)",0.3480831824538881,170.33379580107913,"(0.0008106792008255612, 0.03126274494435726)"
2,[5],"(272, 193, 106, 105)",0.3512071944463999,170.26655031660428,"(0.0016469166069063778, 0.022626834001183805)"
3,[5],"(272, 194, 105, 104)",0.35742811064496377,170.08348693613686,"(0.002774787925367276, 0.022933685717273822)"
0,[5],"(274, 196, 102, 99)",0.36011913581406596,-173.43700628672372,"(-0.09271254319825499, 0.021709301364260802)"
1,[5],"(274, 196, 102, 99)",0.3667044055941113,-173.29215646154006,"(-0.09249415185334829, 0.022094563377316318)"
2,[5],"(272, 193, 106, 105)",0.37353561825307685,-173.14478054996073,"(-0.09221236283721711, 0.022500526339901093)"
3,[5],"(272, 193, 105, 105)",0.3813600203632469,-177.62237759768612,"(-0.1204248905111384, 0.012093734483515504)"
0,[5],"(276, 197, 100, 98)",0.43365122004798184,-176.28906574897252,"(-0.13722787639635228, 0.014810616702531884)"
1,[5],"(274, 196, 101, 100)",0.4086482276948107,169.17024820948419,"(-0.18048020589553496, 0.030881198853300904)"
2,[5],"(272, 193, 106, 105)",0.41323534588986943,-177.88697995801462,"(-0.15215741766006238, 0.010487640124286922)"
3,[5],"(272, 194, 105, 104)",0.3559552724129454,-179.72013849844978,"(-0.22125104337280735, 7.875732632463178e-05)"
0,[5],"(275, 197, 101, 98)",0.4129439161180896,167.40352200046962,"(-0.20357601038561243, 0.03642503619460565)"
1,[5],"(274, 196, 101, 100)",0.41645482206240675,-179.7202693047767,"(-0.15451544775645815, 0.0209930528994317)"
2,[5],"(272, 194, 106, 104)",0.34386348705468733,-174.31893439759784,"(-0.11338805976651405, 0.005149785352901061)"
3,[5],"(272, 194, 105, 104)",0.3498030876294981,-174.02532999865957,"(-0.11459433953876355, 0.0049690198284896075)"
4,[5],"(74, 206, 92, 78)",0.35595367017559404,-173.7382165857114,"(-0.11573513448702603, 0.004799142441071837)"
0,[5],"(274, 196, 102, 100)",0.3666416358308874,-177.6824076569841,"(-0.1057523458720837, 0.027906939386444243)"
1,[5],"(275, 196, 101, 100)",0.3734684936453872,-177.55200659417744,"(-0.10683598233422535, 0.028317686812820674)"
2,[5],"(272, 193, 106, 105)",0.41323534588986943,-177.88697995801462,"(-0.15215741766006238, 0.010487640124286922)"
3,[5],"(272, 193, 105, 105)",0.38064365172278697,179.91344748025315,"(-0.11729500346894949, 0.01714548138911836)"
0,[5],"(274, 197, 102, 99)",0.42986480441527464,-176.9728070491966,"(-0.21124200419527214, 0.011176184314097377)"
1,[5],"(274, 197, 102, 99)",0.34164536471825346,177.5422772090361,"(-0.22833234286191056, -0.0028238166668247155)"
2,[5],"(272, 194, 106, 104)",0.3475690468766086,177.5133575465898,"(-0.23038215090883551, -0.0028644515419122417)"
3,[5],"(272, 194, 105, 104)",0.3537037121653807,177.48408668517175,"(-0.2324399973264205, -0.0029085455225305768)"
0,[5],"(275, 197, 101, 98)",0.35930552443857644,-176.49699208052166,"(-0.13733281434407613, 0.016331029178756826)"
1,[5],"(274, 196, 101, 100)",0.36582308028554705,-176.47885018891472,"(-0.1406962978289083, 0.01658913563332072)"
2,[5],"(272, 193, 106, 105)",0.3725828670559298,-176.4618543255401,"(-0.14404452181395708, 0.01686211415152702)"
3,[5],"(272, 194, 105, 104)",0.4077353326607943,-179.78335764291143,"(-0.1262663655931892, 0.0077896106084622534)"
0,[5],"(276, 198, 100, 98)",0.3762804046270251,-177.44478511818303,"(-0.1425637418616957, 0.01835312569154336)"
1,[5],"(274, 197, 102, 99)",0.379891066275578,-177.26515750282934,"(-0.1432444958922835, 0.008754408145327679)"
0,[5],"(275, 197, 101, 98)",0.4129439161180896,167.40352200046962,"(-0.20357601038561243, 0.03642503619460565)"
1,[5],"(274, 196, 101, 100)",0.4150603227682741,-178.26929267247655,"(-0.16197536684362693, 0.021436017209671535)"
2,[5],"(272, 194, 106, 104)",0.34994664247153157,172.16190849896975,"(-0.07921443664382465, 0.03703796845194109)"
3,[5],"(272, 194, 106, 104)",0.3561690703757923,172.01037271984944,"(-0.07758238459822482, 0.03758752854138563)"
0,[5],"(274, 196, 102, 99)",0.35654076414691843,177.99815046349,"(-0.17637364703511985, 0.03309736228380411)"
1,[5],"(274, 196, 102, 99)",0.36298107536754554,177.88186428501174,"(-0.17830007439317144, 0.03386184103144292)"
2,[5],"(272, 193, 106, 105)",0.369659669414982,177.76404512701936,"(-0.18022045466387357, 0.03465255485712468)"
3,[5],"(272, 193, 105, 105)",0.37991378617787575,-177.52354133295992,"(-0.1947635455775257, 0.022667876617162172)"
0,[5],"(276, 197, 100, 98)",0.3541207521683674,178.66616468905423,"(-0.18550518413219014, -0.005940036229126748)"
1,[5],"(274, 196, 102, 99)",0.3604833850490897,178.6020167057813,"(-0.18744317332560181, -0.005961772367670567)"
2,[5],"(272, 193, 106, 105)",0.36708050354148664,178.53675335037997,"(-0.18937920433948838, -0.0059854218141661125)"
3,[5],"(272, 193, 105, 105)",0.373925333480972,178.4703525607945,"(-0.19131415595390455, -0.006011216436198694)"
0,[5],"(276, 197, 100, 98)",0.35749788330711985,-170.38831266614537,"(-0.12388967864531318, 0.014305194300390876)"
1,[5],"(274, 196, 102, 99)",0.36398661161701856,-170.2831616704797,"(-0.12509693526935498, 0.014542617864079541)"
2,[5],"(272, 193, 106, 105)",0.37071715863474053,-170.17759827376193,"(-0.12630262652050953, 0.014794527388992486)"
3,[5],"(272, 194, 105, 104)",0.408055390953037,-179.70960484881005,"(-0.1515847396685861, 0.010337501561587635)"
0,[5],"(274, 196, 102, 100)",0.3358316132173252,-175.7934590364396,"(0.19656737134782626, 0.008806282086715888)"
1,[5],"(274, 196, 101, 100)",0.3444534550371434,-177.25100063666093,"(-0.17401405791016838, 0.007063717947754687)"
2,[5],"(272, 193, 106, 105)",0.35042016860151837,-177.2440899905082,"(-0.1776411487580477, 0.007168817458805346)"
3,[5],"(272, 193, 105, 105)",0.3565992506206922,-177.23777990178183,"(-0.18124706193492457, 0.00728180656119652)"
0,[5],"(275, 197, 101, 98)",0.3404695120264459,172.70941458617503,"(-0.08871660314912214, 0.03400248711936695)"
1,[5],"(274, 197, 101, 99)",0.34960753317310034,-178.82032195503905,"(-0.07863222025752566, 0.019040070354711378)"
2,[5],"(272, 194, 106, 104)",0.3527187210147022,-178.77537648567574,"(-0.0802980499067595, 0.010336419270809622)"
3,[5],"(272, 194, 105, 104)",0.3590172022471587,-178.70100631215564,"(-0.08313782395933181, 0.010454027860911343)"
0,[5],"(276, 197, 100, 98)",0.43153229499160617,-178.59443056187516,"(-0.17504961379390685, 0.014633534830211924)"
1,[5],"(274, 196, 101, 100)",0.3482042984530775,-165.4256490993515,"(-0.1528020513194274, 0.010877023714476427)"
2,[5],"(272, 193, 106, 105)",0.3521620644348509,-170.2052882301989,"(-0.11040379782780613, 0.0035523369842661665)"
3,[5],"(272, 194, 105, 104)",0.35846221780487886,-170.08958008022898,"(-0.11098552494349095, 0.003624493733524593)"
0,[5],"(274, 196, 102, 100)",0.43520737848672597,-176.23717066659938,"(-0.06485351393942802, 0.011448799262816192)"
1,[5],"(275, 196, 100, 100)",0.34505302915913005,174.5409186296847,"(-0.06509559279292074, 0.025270192716995744)"
2,[5],"(272, 193, 106, 105)",0.3510843727220577,174.33587356682054,"(-0.06325779515112741, 0.025685331019104873)"
3,[5],"(272, 194, 105, 104)",0.3573279764439257,174.12208318793162,"(-0.06123191909501843, 0.026102642126535895)"
0,[5],"(275, 197, 101, 98)",0.3597331768531721,-176.79581273939814,"(-0.11795415624851684, 0.021688057907971268)"
1,[5],"(274, 196, 101, 100)",0.366292180180801,-176.74152790028572,"(-0.12000803734517414, 0.022033149999030555)"
2,[5],"(272, 193, 106, 105)",0.37309584655231637,-176.68756129404343,"(-0.12205595129898739, 0.02239390492600162)"
3,[5],"(272, 194, 105, 104)",0.4077353326607943,-179.78335764291143,"(-0.1262663655931892, 0.0077896106084622534)"
0,[5],"(274, 196, 101, 99)",0.4317237849194727,-178.18310643203293,"(-0.1981456050774371, 0.010962210999863164)"
1,[5],"(274, 196, 101, 99)",0.34323968793493687,-179.08272802880276,"(-0.19031843619992192, 0.0032547689904320323)"
2,[5],"(272, 193, 106, 105)",0.34921746616920957,-179.00649148970894,"(-0.19220146135727073, 0.0031879361292633003)"
3,[5],"(272, 193, 105, 105)",0.35540863847980936,-178.9289510408765,"(-0.19408137816365248, 0.0031190398372934296)"
0,[5],"(274, 196, 102, 100)",0.3602473009258965,-177.1514840311385,"(-0.13250018025365456, 0.024118857115569957)"
1,[5],"(274, 196, 101, 100)",0.3668216181751661,-177.15955498762804,"(-0.1350435641910179, 0.02457453922548132)"
2,[5],"(272, 193, 106, 105)",0.37364129713959165,-177.1692930061704,"(-0.13759121099342664, 0.02505138079660405)"
3,[5],"(272, 194, 105, 104)",0.408055390953037,-179.70960484881005,"(-0.1515847396685861, 0.010337501561587635)"
0,[5],"(274, 196, 102, 100)",0.42985370907654746,-176.97588907498445,"(-0.21018838003726736, 0.01123695994781362)"
1,[5],"(274, 196, 102, 99)",0.344213298215106,-177.48976558259673,"(-0.12307399607156136, 0.0168749774440229)"
2,[5],"(272, 193, 106, 105)",0.35018011461763526,-177.324901984747,"(-0.12604982214145202, 0.01696708582927472)"
3,[5],"(272, 193, 105, 105)",0.356358277157708,-177.16051192383162,"(-0.12898026420955144, 0.017064406335751306)"
0,[5],"(275, 197, 101, 98)",0.3597869448213551,-178.75885474276294,"(-0.15931618912931872, 0.021291596739165787)"
1,[5],"(274, 196, 101, 100)",0.36630730802812517,-178.7640077746818,"(-0.1629597335454896, 0.021688013173071903)"
2,[5],"(272, 193, 106, 105)",0.3725828670559298,-176.4618543255401,"(-0.14404452181395708, 0.01686211415152702)"
3,[5],"(272, 194, 105, 104)",0.4077353326607943,-179.78335764291143,"(-0.1262663655931892, 0.0077896106084622534)"
0,[5],"(275, 197, 101, 98)",0.35209232492349163,-172.6185338342367,"(0.22667972284917023, 0.06303764832050879)"
1,[5],"(274, 196, 101, 100)",0.35533330180822725,-172.51497039333975,"(0.22759723672246726, 0.05471649722232966)"
2,[5],"(272, 193, 106, 105)",0.36168857966902046,-172.3915107458081,"(0.2305079656111392, 0.05589494622884693)"
3,[5],"(272, 194, 105, 104)",0.37630691085580253,-178.5281043949791,"(-0.1410539177655717, 0.034086868505509134)"
0,[5],"(274, 196, 102, 100)",0.43491405890853635,176.6626341120713,"(0.06448075087205622, 0.01720596954310899)"
1,[5],"(275, 196, 101, 100)",0.3471782845994792,-179.98373114852097,"(-0.09066763497621418, 0.01766461168578887)"
2,[5],"(272, 193, 106, 105)",0.3502521806755813,-179.93697259505683,"(-0.09150309099598498, 0.009006493235829603)"
3,[5],"(272, 194, 105, 104)",0.35648217772756424,-179.9327655499512,"(-0.09303672671878523, 0.009163509163264161)"
0,[5],"(274, 196, 102, 100)",0.341377062649935,-170.20897364329423,"(-0.08513127633896296, 0.052393582068299874)"
1,[5],"(275, 196, 100, 100)",0.3675424572823238,-169.97989824381068,"(-0.14719545266777323, 0.005489395242011985)"
2,[5],"(272, 193, 106, 105)",0.3689874002294232,-168.2444531896906,"(-0.05668057460917252, 0.014441615483801016)"
3,[5],"(272, 193, 105, 105)",0.3788475929070701,-176.17282452483624,"(-0.13604606939480926, 0.02422943097165735)"
0,[5],"(276, 197, 100, 98)",0.3597331768531721,-176.79581273939814,"(-0.11795415624851684, 0.021688057907971268)"
1,[5],"(275, 196, 101, 100)",0.366292180180801,-176.74152790028572,"(-0.12000803734517414, 0.022033149999030555)"
2,[5],"(272, 193, 106, 105)",0.37309584655231637,-176.68756129404343,"(-0.12205595129898739, 0.02239390492600162)"
3,[5],"(272, 194, 105, 104)",0.408055390953037,-179.70960484881005,"(-0.1515847396685861, 0.010337501561587635)"
0,[5],"(274, 197, 101, 99)",0.3497169997899661,170.21016649626196,"(-0.19074166379472077, 0.05292485910815304)"
1,[5],"(274, 197, 101, 99)",0.3558768587739401,170.10461565905678,"(-0.19376563511846046, 0.05402174321573167)"
2,[5],"(273, 194, 105, 103)",0.3625343444070599,170.53490819163179,"(-0.17253182870597544, 0.04974759465862071)"
3,[5],"(272, 194, 106, 104)",0.37834877679540185,178.4546839912313,"(-0.13331004924194423, 0.023635439717825668)"
0,[5],"(275, 195, 101, 98)",0.42774791418035873,-179.05272153274484,"(-0.25126334499000774, 0.015094082964661408)"
1,[5],"(274, 195, 102, 99)",0.3489349630100462,172.97543979536448,"(-0.06053988147230588, 0.03929041658215555)"
2,[5],"(272, 192, 106, 104)",0.3520999581980308,172.96875892666978,"(-0.06193724136932453, 0.030856518770075787)"
3,[5],"(272, 192, 106, 104)",0.3584078851390285,172.90610834646998,"(-0.062414619735026544, 0.03140224337733409)"
0,[5],"(366, 191, 116, 106)",0.41811986902424725,164.64933339587668,"(-0.1332223078894325, -0.007772002596177996)"
1,[5],"(367, 192, 114, 104)",0.4234784290446234,168.35882395715788,"(-0.025510846494283167, -0.027087811208857747)"
0,[5],"(475, 187, 107, 106)",0.36269203104720865,-179.43162090966212,"(-0.09386762215914263, -0.0719339650499488)"
1,[5],"(475, 188, 107, 105)",0.36912077839782026,-179.44000852576846,"(-0.09599469163248123, -0.07315196871839809)"
2,[5],"(472, 184, 113, 112)",0.3820743963846087,-156.2980363466654,"(-0.09430772675719616, -0.09310808944638903)"
3,[5],"(472, 184, 113, 112)",0.39555906127635343,-159.8162919506388,"(-0.08927296790742062, -0.08904694590752844)"
0,[5],"(474, 187, 108, 105)",0.3683201457283693,-178.31060602725722,"(-0.13050039085519155, -0.07674756191657404)"
1,[5],"(475, 187, 107, 105)",0.3822266540221384,-173.24984124435423,"(-0.020824870390894017, -0.08204234453003667)"
2,[5],"(471, 183, 114, 112)",0.42829888648581554,-158.44778860141355,"(-0.11822947299652098, -0.0804336249304559)"
3,[5],"(470, 183, 115, 111)",0.39504156939275314,-160.8959227287205,"(-0.09014354611768834, -0.08493593368304246)"
0,[5],"(475, 186, 107, 106)",0.37128247706119805,-178.91134301176297,"(-0.09132972651452613, -0.0745999474646411)"
1,[5],"(475, 186, 107, 106)",0.38317124894991683,-175.21211678860294,"(-0.014254066739069798, -0.0776976988199329)"
2,[5],"(471, 182, 114, 112)",0.42033618533200845,-177.3851323777154,"(-0.13134995334069471, -0.049832098855452235)"
3,[5],"(471, 183, 114, 111)",0.4281388213040911,-159.18125145958834,"(-0.08804748385213734, -0.07493908758645605)"
0,[5],"(475, 185, 107, 106)",0.43218593343351325,-156.29848869345682,"(0.2354560188462912, -0.06515340913602455)"
1,[5],"(475, 185, 107, 106)",0.4390915211104819,-167.0243125830139,"(0.08505358441766306, -0.08755444844296877)"
2,[5],"(471, 182, 114, 112)",0.4190841495949213,-178.32156131663496,"(-0.10377637368377986, -0.054233972424063165)"
3,[5],"(472, 182, 113, 112)",0.4261083806790904,-174.35234670440516,"(-0.02620315416573259, -0.06766442525764196)"
0,[5],"(475, 185, 107, 106)",0.3672440287319983,-176.10584677138482,"(-0.09565895634869424, -0.07776334379685215)"
1,[5],"(475, 185, 107, 106)",0.37382003889332893,-176.05641831043707,"(-0.09844380266009634, -0.07910923473881135)"
2,[5],"(471, 182, 114, 111)",0.384869392416758,-159.14622896300878,"(-0.1061426561479651, -0.09041662903008142)"
3,[5],"(472, 182, 113, 111)",0.42817370808248695,-159.23419759226925,"(-0.08600187295800361, -0.0745422791366109)"
0,[5],"(474, 185, 108, 106)",0.4290078950417396,179.9349893149589,"(-0.13109718408139148, -0.04288090099903975)"
1,[5],"(474, 185, 108, 106)",0.430265363255849,-158.0066218810636,"(-0.12271438519066809, -0.08161973232995652)"
2,[5],"(471, 182, 114, 111)",0.3849170219131249,-160.2252120305244,"(-0.11130669585971523, -0.09409139485541988)"
3,[5],"(471, 182, 114, 111)",0.39162922770230835,-162.72139691838464,"(-0.17247439132281048, -0.07940221238243149)"
0,[5],"(474, 185, 108, 106)",0.3681318336695585,-172.1596969174081,"(-0.10133303223219557, -0.08347726824328973)"
1,[5],"(474, 185, 108, 106)",0.37468348253233724,-172.0599010090539,"(-0.10585322340619335, -0.08491879141696441)"
2,[5],"(471, 182, 114, 112)",0.3829219004331212,-160.10014437005262,"(-0.16192923913021035, -0.09406046373996038)"
3,[5],"(471, 182, 114, 111)",0.4262619624640505,-158.838273587138,"(-0.16136500717291694, -0.07940282920328093)"
0,[5],"(475, 185, 107, 106)",0.3673804262991622,-170.99686258317277,"(0.08020654271926678, -0.1001756724789628)"
1,[5],"(475, 185, 107, 106)",0.3739575719553001,-170.73795566096896,"(0.08231086112637971, -0.10185767066014044)"
2,[5],"(471, 182, 114, 111)",0.37854836418650184,-153.25967888824866,"(-0.17310473217959368, -0.11336055568438387)"
3,[5],"(472, 182, 113, 111)",0.42817370808248695,-159.23419759226925,"(-0.08600187295800361, -0.0745422791366109)"
0,[5],"(474, 185, 108, 106)",0.44756970981820815,-158.6353914179547,"(-0.16491517204881023, -0.09160676202602942)"
1,[5],"(474, 185, 108, 106)",0.42583686263250226,-176.7507469880854,"(-0.14067603252604907, -0.05811031868605816)"
2,[5],"(471, 182, 114, 111)",0.42911969771633035,-159.81802252541115,"(-0.15024038902499, -0.08279187917013628)"
3,[5],"(471, 182, 114, 111)",0.3913443417129475,-167.2701293097676,"(0.1265556294917036, -0.07451916882766271)"
0,[5],"(474, 185, 108, 106)",0.383921304979238,-156.44783484928348,"(-0.15401833474862514, -0.1267855416759087)"
1,[5],"(474, 185, 108, 106)",0.3848585253978418,-175.81335824144304,"(0.03399912036329988, -0.09421212935869909)"
2,[5],"(471, 182, 114, 112)",0.42834041280705154,-158.4961166712086,"(-0.11606860902742729, -0.0799989130683751)"
3,[5],"(472, 182, 113, 111)",0.39052725418804235,-174.27311392565403,"(0.08283104976025993, -0.09452539642052955)"
0,[5],"(474, 185, 108, 106)",0.38358687918187906,-171.17726400671938,"(-0.035358150557685465, -0.0891360544513972)"
1,[5],"(474, 185, 108, 106)",0.42397983183183546,-177.67111333955413,"(-0.14490622400903375, -0.05360115576359076)"
2,[5],"(471, 182, 114, 112)",0.42834041280705154,-158.4961166712086,"(-0.11606860902742729, -0.0799989130683751)"
3,[5],"(471, 182, 114, 111)",0.3908851383279439,-158.31193038751834,"(-0.15045134146540085, -0.09563235063684689)"
0,[86],"(474, 185, 108, 106)",0.353725286097912,162.0189858685564,"(-0.22727944007157957, -1.580870267771042)"
1,[5],"(474, 185, 108, 106)",0.4342246256159917,-159.30788211359524,"(0.17926221057327113, -0.06901985668291928)"
2,[5],"(472, 182, 113, 111)",0.42349945027324815,-174.68766605498416,"(-0.15790916255876847, -0.05121422866094246)"
3,[5],"(471, 182, 114, 111)",0.42817370808248695,-159.23419759226925,"(-0.08600187295800361, -0.0745422791366109)"
0,[5],"(474, 185, 108, 106)",0.42885544620297716,178.71242760841446,"(-0.13257857978720305, -0.043890971864209094)"
1,[5],"(474, 185, 108, 106)",0.4310869724519991,-173.0812363232351,"(-0.11150977052650798, -0.06564278534817519)"
2,[5],"(471, 182, 114, 112)",0.42784595429164946,-156.6274639888662,"(-0.10493821080764569, -0.07618080417795708)"
3,[5],"(471, 182, 114, 111)",0.3919125678692833,-158.16227363151475,"(-0.13728349435448012, -0.09786145580078959)"
0,[5],"(474, 185, 108, 106)",0.37977403939285337,-175.22904331102757,"(-0.08440248258568474, -0.07781350085722782)"
1,[5],"(474, 185, 108, 106)",0.42397983183183546,-177.67111333955413,"(-0.14490622400903375, -0.05360115576359076)"
2,[5],"(471, 182, 114, 111)",0.42834041280705154,-158.4961166712086,"(-0.11606860902742729, -0.0799989130683751)"
3,[5],"(471, 182, 114, 111)",0.38994559758452696,-159.09261029290425,"(-0.1291986331871679, -0.08313861373630765)"
0,[5],"(474, 185, 108, 106)",0.3672002795796083,-175.97487673887179,"(-0.041265635211505704, -0.08058528976005791)"
1,[5],"(474, 185, 108, 106)",0.37380964146189094,-175.89633936220284,"(-0.04338378946648661, -0.08194531899274107)"
2,[5],"(471, 182, 114, 111)",0.3840796231177565,-172.4890877987365,"(0.0528006056403278, -0.08268479925254794)"
3,[5],"(472, 182, 113, 111)",0.42817370808248695,-159.23419759226925,"(-0.08600187295800361, -0.0745422791366109)"
0,[5],"(474, 185, 108, 106)",0.43036353341406886,-178.13878279197897,"(-0.14017439280766916, -0.0494407264154373)"
1,[5],"(474, 185, 108, 106)",0.43046301903571355,-159.9060764210043,"(-0.13735698529247214, -0.08508724797879552)"
2,[5],"(471, 182, 114, 111)",0.37481553025672415,-156.63310391510672,"(-0.2051928366357595, -0.11715979642822424)"
3,[5],"(471, 182, 114, 111)",0.359423789909815,-167.25911802801747,"(-0.2997470154432848, -0.08258939823573923)"
0,[5],"(474, 185, 108, 106)",0.36836848088181323,-173.68371188200342,"(-0.06167550481756947, -0.07584487126484764)"
1,[5],"(474, 185, 108, 106)",0.3749780375997667,-173.58835697778295,"(-0.06554337271627556, -0.0770717797428511)"
2,[5],"(471, 182, 114, 112)",0.3852510868051228,-163.24165011777248,"(-0.10657222706488162, -0.07808549284308552)"
3,[5],"(472, 182, 113, 111)",0.42817370808248695,-159.23419759226925,"(-0.08600187295800361, -0.0745422791366109)"
0,[5],"(474, 186, 108, 105)",0.3706483802584883,-171.0023489889302,"(-0.026096154013992266, -0.0731136853781316)"
1,[5],"(475, 186, 107, 105)",0.3774831099870681,-170.4030464667184,"(-0.030007432224207483, -0.07451177651036175)"
2,[5],"(472, 182, 113, 112)",0.3843921566074042,-161.77742708663678,"(-0.08330661031463239, -0.08149514879015317)"
3,[5],"(472, 183, 113, 111)",0.4256962043658989,-155.66720618333144,"(-0.06182727890998025, -0.06760404791084683)"
0,[5],"(474, 185, 108, 106)",0.3595684131551033,-159.9392996322098,"(0.24228712926211035, -0.0922721289552764)"
1,[5],"(474, 185, 108, 106)",0.36564892854011843,-159.74676169461702,"(0.24615820628538698, -0.09355016269402272)"
2,[5],"(471, 182, 114, 111)",0.3789411011232673,-165.08160505826302,"(0.16239226363811474, -0.09346411388010949)"
3,[5],"(472, 182, 113, 111)",0.38618829751497946,-160.45913900695652,"(-0.23514950019052977, -0.09703199139409863)"
0,[5],"(475, 185, 107, 106)",0.43046072119502066,-178.39902065140166,"(-0.16709855459522216, -0.04344645317823611)"
1,[5],"(474, 186, 108, 105)",0.43046301903571355,-159.9060764210043,"(-0.13735698529247214, -0.08508724797879552)"
2,[5],"(471, 182, 114, 112)",0.3495554900163167,-166.35459265869838,"(-0.3331684774992338, -0.08242299796686504)"
3,[5],"(472, 182, 113, 112)",0.35533335667987287,-166.32726772248932,"(-0.3373650185895727, -0.08388904758826561)"
0,[5],"(474, 185, 108, 106)",0.37415268443480093,-176.37929824364474,"(-0.08686189052383365, -0.09595715197496954)"
1,[5],"(475, 185, 107, 106)",0.3820745088375817,-150.7319816031658,"(-0.1478673355057475, -0.11003112105015941)"
2,[5],"(471, 182, 114, 111)",0.3880366716997745,-158.97921560958812,"(-0.10997580553035492, -0.10132122619032921)"
3,[5],"(472, 182, 113, 111)",0.3919125678692833,-158.16227363151475,"(-0.13728349435448012, -0.09786145580078959)"
0,[5],"(470, 187, 105, 106)",0.36620700671429557,-167.5154415427924,"(0.1843597947513035, -0.09160701040651643)"
1,[5],"(470, 187, 105, 105)",0.37255007600887285,-167.2981696733554,"(0.18995302130014594, -0.09297572264927301)"
2,[5],"(465, 183, 115, 112)",0.38017558755767067,-161.2255019554941,"(-0.2523531296399882, -0.093537994659697)"
3,[5],"(466, 183, 114, 112)",0.4181890346341121,-156.9507194860542,"(-0.15539111321966165, -0.07094791182374313)"
0,[5],"(349, 193, 109, 106)",0.36498626063430667,-170.79595303946118,"(-0.306970861487519, -0.006252979201224101)"
1,[5],"(349, 194, 109, 104)",0.37764251095181806,-169.96325056691833,"(-0.2337387559386223, -0.03512006097252402)"
